Date,Symbol,Prev Close,Open,High,Prev Low,Prev high,Previous VWAP,Previous Volume,Previous Percentage,PreviousValue change,Previous Nifty 50,Previous Nifty 100,Previous Sensex,Buy Don?t buy
12/12/2013,RELIANCE,884.65,878,884.95,872.5,882.6,879.38,1137789,-0.23,-2.05,6168.35,6059.4,20714.26,NO
12/13/2013,RELIANCE,882.6,867,880,868,870.2,871.63,1300646,-1.42,-12.4,6178.2,6076.4,20732.44,NO
12/16/2013,RELIANCE,870.2,860,868.1,857.65,864.7,863.86,2040359,-0.64,-5.5,6129.95,6033.75,20568.7,NO
12/17/2013,RELIANCE,864.7,848.7,862.25,843.2,845.05,850.02,2296374,-2.33,-19.65,6253.9,6154.25,20959.8,NO
12/18/2013,RELIANCE,845.05,839.2,852.9,836.75,839.2,844.8,2306272,-0.7,-5.85,6179.95,6089.45,20792.37,NO
12/19/2013,RELIANCE,839.2,864.4,863.85,839.2,859.95,856.81,2745251,2.41,20.75,6267.2,6172.85,21080.54,YES
12/20/2013,RELIANCE,859.95,872,864.4,843.7,854.05,854.48,3074567,-0.69,-5.9,6296.45,6206.5,21127.66,YES
12/23/2013,RELIANCE,854.05,899,898,862.1,895.15,878.73,4687926,4.59,41.1,6270.1,6187.3,21051,YES
12/24/2013,RELIANCE,895.15,896.5,909,890,896.25,901.03,3701213,0.12,1.1,6292.8,6209.8,21114.49,YES
12/26/2013,RELIANCE,896.25,894.5,905,895.1,898.05,899.67,1670206,0.2,1.8,6336.4,6253.65,21260.15,NO
12/27/2013,RELIANCE,898.05,888.6,900,882.1,887.55,889.03,3341856,-1.18,-10.5,6307.35,6227.15,21177.77,NO
12/30/2013,RELIANCE,887.55,881,893.9,876.9,878.85,883.27,1770277,-0.99,-8.7,6323.8,6244.55,21222.19,NO
12/31/2013,RELIANCE,878.85,888,889.85,875.85,887.1,884.08,2357956,0.93,8.25,6301.25,6227.3,21179.91,YES
1/1/2014,RELIANCE,887.1,897.45,898.25,887.1,895.2,894.05,1304298,0.9,8.1,6194.55,6115,20819.58,YES
1/2/2014,RELIANCE,895.2,887.7,898.25,887.6,888.8,891.42,1337074,-0.72,-6.4,6220.85,6146.7,20913.79,NO
1/3/2014,RELIANCE,888.8,871.6,896,870.1,875,885.11,1376901,-1.58,-13.8,6203.9,6133.6,20845.77,NO
1/6/2014,RELIANCE,875,862.1,873.35,855,864.25,864.22,2933613,-1.24,-10.75,6178.05,6102.8,20767.42,NO
1/7/2014,RELIANCE,864.25,854.6,863.25,850,854.95,854.84,3043781,-1.09,-9.3,6181.7,6107,20755.73,NO
1/8/2014,RELIANCE,854.95,844.4,859.95,840.05,842.1,846.4,3957111,-1.53,-12.85,6178.85,6098.75,20760.72,NO
1/9/2014,RELIANCE,842.1,850.45,857.35,844.4,849.05,850.03,2909048,0.82,6.95,6189.55,6103.7,20850.54,YES
1/10/2014,RELIANCE,849.05,848.35,853.8,845.05,850.7,849.4,1899340,0.19,1.65,6260.25,6159.5,21115,NO
1/13/2014,RELIANCE,850.7,868.25,876.3,848,858.15,863.52,3392170,0.87,7.45,6265.95,6167.8,21091.46,YES
1/14/2014,RELIANCE,858.15,878.5,883,868,880.4,876.44,2756390,2.53,22.25,6341.35,6233.6,21366.91,YES
1/15/2014,RELIANCE,880.4,884.7,884.55,872.45,881.5,880.74,2760267,0.12,1.1,6306.25,6193.4,21236.65,YES
1/16/2014,RELIANCE,881.5,888.7,895,881,885.45,889.77,2893960,0.45,3.95,6261.75,6144.85,21083.53,YES
1/17/2014,RELIANCE,885.45,889.15,893.3,882.05,886.15,888.21,4123266,0.08,0.7,6320.15,6205.55,21237.96,YES
1/20/2014,RELIANCE,886.15,886.9,896.9,880.25,884.75,890.33,3534630,-0.16,-1.4,6309.05,6195.5,21251.65,YES
1/21/2014,RELIANCE,884.75,872.65,889,866.1,869.75,872.35,3789008,-1.72,-15,6325.95,6209.9,21319.69,NO
1/22/2014,RELIANCE,869.75,863.5,873.6,862,863.05,865.66,2241570,-0.78,-6.7,6301.65,6186.75,21289.15,NO
1/23/2014,RELIANCE,863.05,860.6,875.35,858.15,872.45,869.82,1947009,1.08,9.4,6186.3,6069.65,20899.03,NO
1/24/2014,RELIANCE,872.45,862,871.3,860.6,865.8,866.4,3146981,-0.77,-6.65,6131.85,6005.35,20721.17,NO
1/27/2014,RELIANCE,865.8,856,874.65,861.1,867.65,868.87,2715344,0.21,1.85,6161,6033.05,20784.04,NO
1/28/2014,RELIANCE,867.65,847,860.8,840.35,843.15,850.73,2822051,-2.91,-24.5,6067,5946.7,20491.74,NO
1/29/2014,RELIANCE,843.15,849.8,856,842.7,844.85,848.94,2645575,0.2,1.7,6082.75,5954.4,20544.64,YES
1/30/2014,RELIANCE,844.85,831.4,852.5,835,836.6,843.22,2828526,-0.99,-8.25,6058.8,5948.85,20479.03,NO
1/31/2014,RELIANCE,836.6,827,833.85,822.2,825,827.27,3223490,-1.41,-11.6,5947.6,5842.05,20050.99,NO
2/3/2014,RELIANCE,825,826.2,833.45,826.15,831.15,830.2,2523182,0.74,6.15,6004.25,5901.05,20241.12,YES
2/4/2014,RELIANCE,831.15,814.5,829.8,819.45,820.9,824.7,1880728,-1.25,-10.25,6028.35,5928,20286.09,NO
2/5/2014,RELIANCE,820.9,820.1,826.65,813.15,821.55,819.02,2825803,0.08,0.65,6077.65,5973.25,20441.04,NO
2/6/2014,RELIANCE,821.55,820,821.5,806.9,817.25,815.06,2582636,-0.53,-4.3,6072.8,5967.75,20429.16,NO
2/7/2014,RELIANCE,817.25,822.1,824.1,808.15,815.85,816.24,2474757,-0.17,-1.4,6072.45,5962.35,20400.94,YES
2/10/2014,RELIANCE,815.85,815.25,823.8,810.6,814.45,816.81,1933597,-0.17,-1.4,6085.35,5976.2,20449.83,NO
2/11/2014,RELIANCE,814.45,823,825.6,811.15,821.95,821.91,2364740,0.91,7.5,6087.55,5972.95,20478.67,YES
2/12/2014,RELIANCE,821.95,808,825,802.75,805.25,810.89,2882244,-2.07,-16.7,6023.75,5908.7,20265.13,NO
2/13/2014,RELIANCE,805.25,818.9,821.9,807.4,817.9,816.72,2246719,1.55,12.65,6057.1,5937.85,20438.87,YES
2/14/2014,RELIANCE,817.9,811.9,818.9,805.05,807.4,810.99,1978914,-1.3,-10.5,6071.3,5948.65,20457.56,NO
2/17/2014,RELIANCE,807.4,817.65,824,808,822.05,817.07,2107250,1.78,14.65,6132.05,6007.25,20643.85,YES
2/18/2014,RELIANCE,822.05,807.1,822,807.05,812.3,813.47,2070622,-1.2,-9.75,6127.15,6000.9,20661.07,NO
2/19/2014,RELIANCE,812.3,813,817.85,807.1,813.15,814.74,1312359,0.1,0.85,6108.3,5990.35,20600.58,YES
2/20/2014,RELIANCE,813.15,811.3,820,810,812.25,814.84,1401247,-0.11,-0.9,6140.95,6022.5,20695.48,NO
2/21/2014,RELIANCE,812.25,807.1,813.7,803.1,805.45,807.99,1838151,-0.84,-6.8,6205.7,6078.4,20877.72,NO
2/24/2014,RELIANCE,805.45,808.05,816,805.6,811.5,810.98,1430079,0.75,6.05,6202.45,6075.4,20869.61,YES
2/25/2014,RELIANCE,811.5,814.3,814.95,805.3,812.35,809.76,1554509,0.1,0.85,6228.45,6098.2,20995.39,YES
2/26/2014,RELIANCE,812.35,811,816,807.55,810.55,812.26,1609074,-0.22,-1.8,6264.35,6134.95,21079.27,NO
2/28/2014,RELIANCE,810.55,810.7,816.85,808.25,810.7,811.85,3110571,0.02,0.15,6216.75,6095.75,20947,YES
3/3/2014,RELIANCE,810.7,800.1,815.35,793.1,799.95,801.57,4331622,-1.34,-10.75,6328.45,6201.8,21280.36,NO
3/4/2014,RELIANCE,799.95,803,806.8,797.15,803.4,802.72,2659675,0.43,3.45,6344.75,6218.75,21336.32,YES
3/5/2014,RELIANCE,803.4,815.55,814.65,802.6,812.95,810.74,2056575,1.17,9.55,6413.95,6287.6,21539.44,YES
3/6/2014,RELIANCE,812.95,809.35,818,805.15,807,809.77,2703603,-0.74,-5.95,6491.7,6355.5,21819.19,NO
3/7/2014,RELIANCE,807,825,824.4,809.3,822.45,818.32,2325283,1.88,15.45,6537.35,6403.45,21918.83,YES
3/10/2014,RELIANCE,822.45,865.1,874,825,869.4,855.41,7679752,5.4,46.95,6497.5,6359.65,21793.32,YES
3/11/2014,RELIANCE,869.4,885,903.65,863.4,885.45,889.63,7513409,1.81,16.05,6491.75,6357.35,21736.61,YES
3/12/2014,RELIANCE,885.45,874,887.8,872.1,874.75,878.5,2921335,-1.22,-10.7,6447.25,6310.7,21648.05,NO
3/13/2014,RELIANCE,874.75,875,882.9,867.65,871.35,873.56,2155857,-0.39,-3.4,6532.45,6388.85,21849.65,YES
3/14/2014,RELIANCE,871.35,874,894.75,874.7,879.55,887.29,3936620,0.93,8.2,6530,6402.55,21872.68,YES
3/18/2014,RELIANCE,879.55,889.5,889.95,869.05,886.15,878.11,3780891,0.74,6.6,6508.35,6382.8,21797.61,YES
3/19/2014,RELIANCE,886.15,900,908.8,889.5,896.45,900.41,4351046,1.15,10.3,6515.2,6386.8,21823.52,YES
3/20/2014,RELIANCE,896.45,901.6,909.9,895.25,903,902.16,3743369,0.73,6.55,6497.8,6375.55,21752.44,YES
3/21/2014,RELIANCE,903,907,907.5,898.15,906,905.58,6791651,0.33,3,6510.5,6392.15,21827.5,YES
3/22/2014,RELIANCE,906,887.6,913.35,882.15,885.8,894.3,5040481,-2.28,-20.2,6550.1,6424.25,21948.31,NO
3/24/2014,RELIANCE,885.8,891.25,889.85,883.55,888.15,887.08,231511,0.26,2.35,6615.65,6488.4,22134.71,YES
3/25/2014,RELIANCE,888.15,879,908.75,891.1,905.4,903.35,6586731,1.91,17.25,6613.1,6484.45,22116.23,NO
3/26/2014,RELIANCE,905.4,881.25,882.5,872.5,879.3,878.62,7154556,-2.97,-26.1,6673.05,6543.5,22273.44,NO
3/27/2014,RELIANCE,879.3,894.85,902.95,881.15,891.2,892.07,3156965,1.34,11.9,6723.15,6605.5,22423.14,YES
3/28/2014,RELIANCE,891.2,900,904.9,892.1,900.75,901.67,12665322,1.06,9.55,6729.5,6622.6,22455.23,YES
3/31/2014,RELIANCE,900.75,916.25,919.95,900,916.15,914.31,4267110,1.68,15.4,6757.6,6644.85,22550.58,YES
4/1/2014,RELIANCE,916.15,936,939.8,913.2,930.75,923.95,4286368,1.57,14.6,6772.05,6660.35,22598.19,YES
4/2/2014,RELIANCE,930.75,945,945,929.3,942.6,937.24,3575180,1.26,11.85,6741.85,6629.65,22522.46,YES
4/3/2014,RELIANCE,942.6,956.8,962,938.1,958.2,955.12,6121499,1.63,15.6,6694.25,6590.75,22355.56,YES
4/4/2014,RELIANCE,958.2,952,962.95,940.4,952.65,951.03,6069088,-0.58,-5.55,6722,6617.65,22389.21,NO
4/7/2014,RELIANCE,952.65,944,953.25,941.55,944.25,945.66,2860462,-0.89,-8.4,6803.05,6698.95,22729.46,NO
4/9/2014,RELIANCE,944.25,950,954.95,934.35,944.15,942.57,2949923,-0.01,-0.1,6758.35,6667,22642.05,YES
4/10/2014,RELIANCE,944.15,964.7,966.7,947.15,962.15,954.44,3071917,1.87,18,6792.7,6696.05,22698.09,YES
4/11/2014,RELIANCE,962.15,962.3,973.9,962.2,969.05,968.44,2434297,0.71,6.9,6727.25,6624.3,22486.73,YES
4/15/2014,RELIANCE,969.05,950,971.05,950.6,953.75,958.39,2672508,-1.6,-15.3,6695.45,6593.45,22327.76,NO
4/16/2014,RELIANCE,953.75,946.5,954,936.6,949.1,944.92,2117715,-0.49,-4.65,6789.25,6684.55,22644.75,NO
4/17/2014,RELIANCE,949.1,945,959,938.1,941.3,948.01,2830152,-0.83,-7.8,6822.9,6722.95,22771.24,NO
4/21/2014,RELIANCE,941.3,969.95,961.8,943.8,959.1,954.84,1793418,1.86,17.8,6823.25,6723.9,22783.65,YES
4/22/2014,RELIANCE,959.1,960,969.95,956.1,959.6,960.85,2701214,0.05,0.5,6855.8,6751.7,22892.5,YES
4/23/2014,RELIANCE,959.6,969,988.75,956.1,967.75,973.54,4418930,0.84,8.15,6778.55,6689.55,22717.59,YES
4/25/2014,RELIANCE,967.75,968,982,964.25,967.15,970.17,3494693,-0.06,-0.6,6769,6684.5,22654.28,YES
4/28/2014,RELIANCE,967.15,949.8,969,946,948.25,952.06,3029220,-1.99,-18.9,6724.95,6636.7,22517.63,NO
4/29/2014,RELIANCE,948.25,946.05,956,941.35,945,949.29,3796899,-0.34,-3.25,6709.95,6615.95,22493.59,NO
4/30/2014,RELIANCE,945,943.9,951.75,938,940.3,942.04,1919298,-0.5,-4.7,6681.65,6590.75,22412.8,NO
5/2/2014,RELIANCE,940.3,940,960,929.1,935.8,944.61,3289582,-0.48,-4.5,6719.25,6624.9,22512.23,NO
5/5/2014,RELIANCE,935.8,925,947.4,926,928.1,933.63,2073376,-0.83,-7.7,6708.6,6616.1,22488.96,NO
5/6/2014,RELIANCE,928.1,947.9,958.5,925,946.85,946.08,3474292,1.98,18.75,6669.9,6579.25,22382.14,YES
5/7/2014,RELIANCE,946.85,960.1,967,947.55,963.35,960.34,2832651,1.71,16.5,6654.15,6560.75,22374.98,YES
5/8/2014,RELIANCE,963.35,963.1,971.4,957.05,960.85,964.17,2416483,-0.26,-2.5,6863.4,6760.45,23031.11,NO
5/9/2014,RELIANCE,960.85,955.8,970.1,950.75,960.3,960.99,2731382,-0.06,-0.55,7080,6960.85,23729.78,NO
5/12/2014,RELIANCE,960.3,994.9,999,955.8,997.6,986.41,4217843,3.74,37.3,7112,7004.55,23897.88,YES
5/13/2014,RELIANCE,997.6,1040,1049,994.1,1028.7,1028.7,7051280,3.02,31.1,7111.3,7020.95,23809.42,YES
5/14/2014,RELIANCE,1028.7,1064,1068.8,1034.5,1063.4,1049.33,6140492,3.26,34.7,7270.2,7169.05,24271.54,YES
5/15/2014,RELIANCE,1063.4,1045.5,1068,1041.1,1045.5,1050.6,4428958,-1.71,-17.9,7276.85,7188.95,24340.32,NO
5/16/2014,RELIANCE,1045.5,1090.1,1060,1039.25,1053.4,1049.48,4769324,0.75,7.9,7309.95,7257.9,24555.31,YES
5/19/2014,RELIANCE,1053.4,1091,1145.25,1062.1,1079.25,1105.14,12031151,2.4,25.85,7274.85,7225.5,24404.48,YES
5/20/2014,RELIANCE,1079.25,1127.9,1124.75,1086.9,1120.05,1107.68,5439813,3.64,40.8,7289.95,7244.4,24415.42,YES
5/21/2014,RELIANCE,1120.05,1079.85,1129,1075.7,1079.85,1089.48,5145199,-3.72,-40.2,7306.5,7272.45,24535.14,NO
5/22/2014,RELIANCE,1079.85,1086,1102.95,1073.75,1078.4,1083.67,5026907,-0.13,-1.45,7428.75,7397.75,24913.89,YES
5/23/2014,RELIANCE,1078.4,1111.55,1113.4,1084.7,1100.8,1100.57,4284833,2.03,22.4,7363.1,7313.1,24748.1,YES
5/26/2014,RELIANCE,1100.8,1132.5,1132,1102,1127.45,1117.42,3786896,2.36,26.65,7324.95,7267.2,24591.61,YES
5/27/2014,RELIANCE,1127.45,1103,1140,1075,1101.7,1118.82,3674151,-2.34,-25.75,7316.6,7263.45,24523.13,NO
5/28/2014,RELIANCE,1101.7,1089.6,1108,1075.1,1087.95,1084.42,2576905,-1.26,-13.75,7254.85,7203.1,24300.99,NO
5/29/2014,RELIANCE,1087.95,1092.5,1106.6,1084.75,1088.9,1092.19,2594834,0.09,0.95,7264.05,7214.55,24368.96,YES
5/30/2014,RELIANCE,1088.9,1085,1093.4,1068.35,1073.55,1076.31,6322422,-1.43,-15.35,7375.35,7327.45,24729.22,NO
6/2/2014,RELIANCE,1073.55,1074.75,1089.7,1060,1064.7,1071.85,3953091,-0.83,-8.85,7417.55,7367.45,24909.03,YES
6/3/2014,RELIANCE,1064.7,1083.3,1088.25,1065.3,1082.2,1077.17,2012972,1.62,17.5,7399.75,7365.35,24828.38,YES
6/4/2014,RELIANCE,1082.2,1092.65,1102,1077.35,1095.4,1091.77,2485694,1.21,13.2,7521.5,7488.3,25204.95,YES
6/5/2014,RELIANCE,1095.4,1078.5,1101.8,1076.25,1077.5,1088.33,2017568,-1.66,-17.9,7621.65,7595.25,25543.6,NO
6/6/2014,RELIANCE,1077.5,1107.4,1094.9,1064.25,1089.9,1080.15,4565820,1.14,12.4,7679.05,7647.75,25706.35,YES
6/9/2014,RELIANCE,1089.9,1130,1133,1104.1,1122.4,1118.93,6701908,2.9,32.5,7672.4,7635.35,25650.62,YES
6/10/2014,RELIANCE,1122.4,1130.45,1132.7,1112.1,1122.65,1120.71,3085371,0.02,0.25,7641.3,7591.1,25597.21,YES
6/11/2014,RELIANCE,1122.65,1120,1130.45,1100.45,1118.3,1112.33,3602608,-0.39,-4.35,7668.2,7614.95,25677.05,NO
6/12/2014,RELIANCE,1118.3,1098.55,1120,1092.5,1102.1,1104.58,3466329,-1.47,-16.2,7534.8,7466.35,25239.5,NO
6/13/2014,RELIANCE,1102.1,1100.3,1113.5,1084.1,1094.15,1099.04,2689818,-0.73,-7.95,7525.05,7461.9,25189.46,NO
6/16/2014,RELIANCE,1094.15,1084,1107,1072.7,1081.9,1087.67,3348036,-1.13,-12.25,7636.05,7573.3,25565.19,NO
6/17/2014,RELIANCE,1081.9,1058.1,1084,1057.15,1065.45,1066.34,3285055,-1.54,-16.45,7580.05,7518.9,25327.09,NO
6/18/2014,RELIANCE,1065.45,1088,1093.3,1058.1,1090.05,1074.37,3617320,2.26,24.6,7543.3,7477.25,25237.54,YES
6/19/2014,RELIANCE,1090.05,1074,1101.65,1060.65,1066.75,1082.7,4391701,-2.18,-23.3,7514,7452.25,25108.09,NO
6/20/2014,RELIANCE,1066.75,1045.9,1074.95,1031.6,1042.1,1048.5,5286280,-2.37,-24.65,7515.2,7456.35,25115.83,NO
6/23/2014,RELIANCE,1042.1,1037,1049.4,1034.25,1036.5,1040.52,2938456,-0.54,-5.6,7588.55,7532.55,25421.49,NO
6/24/2014,RELIANCE,1036.5,1045,1044.9,1024,1037.95,1034.06,3375785,0.14,1.45,7554.1,7500.5,25217.69,YES
6/25/2014,RELIANCE,1037.95,1057.65,1062.8,1045,1059.85,1055.58,2717888,2.07,21.9,7514.2,7465.75,25132.08,YES
6/26/2014,RELIANCE,1059.85,1025,1059.35,1048.15,1051,1052.85,2414935,-0.84,-8.85,7534.05,7485.55,25179.55,NO
6/27/2014,RELIANCE,1051,1010,1026.9,1006.7,1011.9,1016.25,5595871,-3.86,-39.1,7629,7589.8,25469.94,NO
6/30/2014,RELIANCE,1011.9,1012.55,1023.5,1007.2,1012.1,1013.62,2108794,0.02,0.2,7683.05,7647.75,25660.57,YES
7/1/2014,RELIANCE,1012.1,1017.2,1020,1000,1015.4,1011.25,4721740,0.32,3.3,7734.35,7711.85,25875.75,YES
7/2/2014,RELIANCE,1015.4,1017,1020.55,1006.95,1008,1011.51,2206576,-0.73,-7.4,7718.1,7691,25844.8,YES
7/3/2014,RELIANCE,1008,1020,1027.35,1012,1018.25,1019.31,2810085,1.01,10.25,7780.4,7746.95,26039.67,YES
7/4/2014,RELIANCE,1018.25,1005,1025,1003.5,1006.5,1010.58,2645940,-1.17,-11.75,7804.05,7767.1,26166.92,NO
7/7/2014,RELIANCE,1006.5,1033,1036.8,1003.3,1031.95,1019.09,2961779,2.47,25.45,7637.95,7575.75,25615.28,YES
7/8/2014,RELIANCE,1031.95,1026,1037,1021,1027.2,1026.93,3204529,-0.46,-4.75,7589.5,7521.55,25513.74,NO
7/9/2014,RELIANCE,1027.2,1002,1034.5,990,995.05,1010.86,3996724,-3.23,-32.15,7584.1,7523.45,25488.86,NO
7/10/2014,RELIANCE,995.05,1000.25,1009.9,992.5,1000.95,1001.21,3406611,0.59,5.9,7469,7391.35,25093.16,YES
7/11/2014,RELIANCE,1000.95,995.2,1021.5,981.05,997.2,1000.52,4251670,-0.38,-3.75,7491.3,7425.55,25100.9,NO
7/14/2014,RELIANCE,997.2,968.6,1002,963.65,966.5,978.43,4065087,-3.18,-30.7,7564.15,7510.35,25322.17,NO
7/15/2014,RELIANCE,966.5,963.4,974.9,958.5,961.75,967.72,3146395,-0.49,-4.75,7612.7,7557.25,25540.92,NO
7/16/2014,RELIANCE,961.75,974,980,963.05,972.2,971.55,3507637,1.07,10.45,7630.25,7581.15,25558.48,YES
7/17/2014,RELIANCE,972.2,988,993,974,989.7,985.46,3190489,1.77,17.5,7701.65,7645.1,25776.54,YES
7/18/2014,RELIANCE,989.7,980,998.2,980.3,982.5,985.85,2154828,-0.73,-7.2,7708.2,7650.55,25784.48,NO
7/21/2014,RELIANCE,982.5,1000,983.55,969.3,976.75,977.51,2133298,-0.59,-5.75,7794.9,7728.4,26130.26,YES
7/22/2014,RELIANCE,976.75,1004,1008,995.05,997.65,1001.72,3883004,2.09,20.9,7796.25,7722.8,26188.5,YES
7/23/2014,RELIANCE,997.65,1035.05,1033.9,1001.1,1030.95,1024.62,6512321,3.23,33.3,7828.2,7749.35,26257.14,YES
7/24/2014,RELIANCE,1030.95,1030,1039.8,1021.05,1033.25,1030.23,3136481,0.22,2.3,7792.9,7703.55,26173.47,NO
7/25/2014,RELIANCE,1033.25,1041.9,1043.2,1024,1041.05,1033.42,2211291,0.75,7.8,7746.2,7662.35,26005.14,YES
7/28/2014,RELIANCE,1041.05,1021,1043.3,1007.05,1021.85,1023.08,3093322,-1.88,-19.2,7784.65,7703.35,26105.89,NO
7/30/2014,RELIANCE,1021.85,1004,1023.55,1001.6,1005.6,1008.48,2142490,-1.62,-16.25,7662.5,7591.45,25753.92,NO
7/31/2014,RELIANCE,1005.6,1007.95,1011,993,1006.15,1003.09,4255466,0.05,0.55,7639.55,7577,25631.68,YES
8/1/2014,RELIANCE,1006.15,995,1019.9,1002,1006.45,1010.49,4051138,0.03,0.3,7706.65,7646.65,25817.84,NO
8/4/2014,RELIANCE,1006.45,981,999,975,976.3,987.58,3617603,-3.09,-30.15,7726.15,7661.45,25892.55,NO
8/5/2014,RELIANCE,976.3,985.1,989.7,976.05,985,983.3,3353808,0.88,8.7,7651.15,7594.35,25668.71,YES
8/6/2014,RELIANCE,985,984.9,987.85,971,983.85,979.33,2796475,-0.12,-1.15,7588.7,7531.65,25406.87,NO
8/7/2014,RELIANCE,983.85,989,998.6,979.5,988.15,989.54,3739249,0.44,4.3,7619.85,7555.8,25476.87,YES
8/8/2014,RELIANCE,988.15,979.55,996.7,983.35,989.3,990.17,2478789,0.12,1.15,7688.8,7619.2,25703.78,NO
8/11/2014,RELIANCE,989.3,985.15,983.5,973.1,980.5,978.7,2084325,-0.9,-8.8,7717.3,7647.05,25861.47,NO
8/12/2014,RELIANCE,980.5,986,987.25,977.4,980.5,981.42,1530775,0,0,7756.15,7674.75,25948.3,YES
8/13/2014,RELIANCE,980.5,983.3,986.95,976.35,984.4,982.06,2184401,0.4,3.9,7785.25,7707.15,26123.69,YES
8/14/2014,RELIANCE,984.4,995,996.6,980,990.15,988.75,3226166,0.58,5.75,7901,7830.4,26482.56,YES
8/18/2014,RELIANCE,990.15,1001.1,1005,991.75,1002.95,997.42,2757188,1.28,12.8,7915.8,7852.45,26496.29,YES
8/19/2014,RELIANCE,1002.95,1015,1015.45,997.5,1013.05,1010.55,1747178,1,10.1,7875.35,7820.55,26322.66,YES
8/20/2014,RELIANCE,1013.05,1011,1023,1006.1,1009.3,1013.03,3328022,-0.37,-3.75,7904.55,7853.95,26419.53,NO
8/21/2014,RELIANCE,1009.3,1000,1018.45,995.35,998.35,1005.7,2976628,-1.1,-10.95,7931.75,7878.85,26490.31,NO
8/22/2014,RELIANCE,998.35,1000.1,1004,990.1,995.1,996.77,3760015,-0.33,-3.25,7874.5,7812.05,26349.87,YES
8/25/2014,RELIANCE,995.1,1000,1007,995.3,998.3,1000.91,1959327,0.32,3.2,7933.9,7869.4,26553.24,YES
8/26/2014,RELIANCE,998.3,996,1008.5,993.45,995.8,1002.67,1704141,-0.25,-2.5,7942.25,7876.7,26620.18,NO
8/27/2014,RELIANCE,995.8,997.2,996.95,983,993.35,989.6,2182560,-0.25,-2.45,7990.35,7913.6,26733.18,YES
8/28/2014,RELIANCE,993.35,994.6,1001.8,986.85,993.7,992.74,1918182,0.04,0.35,8038.6,7977.95,26888.21,YES
9/1/2014,RELIANCE,993.7,1004.35,1004,994.6,998.7,999.19,3637682,0.5,5,8110.85,8050.7,27128.06,YES
9/2/2014,RELIANCE,998.7,1018.5,1021,995.6,1014.1,1010.61,3702468,1.52,15.4,8114.2,8056.25,27164.95,YES
9/3/2014,RELIANCE,1014.1,1025.15,1031.55,1010.6,1023.8,1020.64,3784599,0.95,9.7,8099.9,8045.75,27127.26,YES
9/4/2014,RELIANCE,1023.8,1029,1035.95,1021.1,1031.25,1028.81,5011067,0.72,7.45,8132.95,8078.2,27145.12,YES
9/5/2014,RELIANCE,1031.25,1027.7,1033.9,1018.1,1025.9,1025.52,2136513,-0.52,-5.35,8161.9,8113,27316.43,NO
9/8/2014,RELIANCE,1025.9,1033.9,1033.45,1020.6,1025.65,1026.18,2075273,-0.02,-0.25,8135.55,8091.45,27230.94,YES
9/9/2014,RELIANCE,1025.65,1032.1,1039.35,1028,1037.7,1034.84,3174286,1.16,12.05,8115.15,8068.9,27143.22,YES
9/10/2014,RELIANCE,1037.7,1028.15,1041.3,1028.2,1033,1034.4,2095351,-0.45,-4.7,8087.05,8049.65,27048.15,NO
9/11/2014,RELIANCE,1033,1020.3,1029.1,1012.6,1015.85,1019.2,2162176,-1.69,-17.15,8070.35,8034.05,26998.07,NO
9/12/2014,RELIANCE,1015.85,1018.5,1030,1008,1019.4,1016.88,2427349,0.35,3.55,8036.6,8003,26854.9,YES
9/15/2014,RELIANCE,1019.4,1009.1,1024,1011.45,1015.6,1015.51,2000076,-0.37,-3.8,7971.5,7918.85,26627.21,NO
9/16/2014,RELIANCE,1015.6,1001.4,1012,1001,1002.75,1005.43,1997452,-1.28,-12.85,7950.65,7899.05,26573.89,NO
9/17/2014,RELIANCE,1002.75,984.9,1004.15,976.5,979.4,988.51,3027126,-2.38,-23.35,8129.4,8079.6,27139.39,NO
9/18/2014,RELIANCE,979.4,985,990.55,978.95,988.65,985.92,2488647,0.94,9.25,8084.45,8025.7,27008.12,YES
9/19/2014,RELIANCE,988.65,1006,1010,983.7,1004.9,1002.04,2077617,1.62,16.25,8144.4,8083.25,27244.98,YES
9/22/2014,RELIANCE,1004.9,993,1015.8,991,995.45,999.3,3924732,-0.95,-9.45,8015.55,7946.65,26817.94,NO
9/23/2014,RELIANCE,995.45,991.7,996,987.7,991.55,991.51,1805858,-0.39,-3.9,8003.3,7934.1,26808.66,NO
9/24/2014,RELIANCE,991.55,968.5,995.45,963.05,965.85,977.19,4044643,-2.66,-25.7,7885.85,7808.7,26429.3,NO
9/25/2014,RELIANCE,965.85,966.1,974.1,955.4,965.05,967.08,3518809,-0.08,-0.8,7978.45,7910.95,26694.41,YES
9/26/2014,RELIANCE,965.05,929,967.8,922.65,929.85,939.73,7564288,-3.79,-35.2,7948.8,7888.25,26610.71,NO
9/29/2014,RELIANCE,929.85,936.95,941.65,917.3,933.25,930.23,3635611,0.36,3.4,7960.5,7901.8,26681.47,YES
9/30/2014,RELIANCE,933.25,928,942.7,929.6,933.15,936.3,2852977,-0.01,-0.1,7897.4,7840.5,26487.51,NO
10/1/2014,RELIANCE,933.15,943.6,948.45,925.05,945.7,936.15,4032700,1.33,12.55,7828.75,7767.1,26229.67,YES
10/7/2014,RELIANCE,945.7,927.25,945.6,926,927.2,933.08,1978672,-2,-18.5,7886.5,7821.85,26394.37,NO
10/8/2014,RELIANCE,927.2,921.15,934.9,923.45,926.15,928.25,2835389,-0.11,-1.05,7911,7854.55,26551.74,NO
