Date,Symbol,Prev Close,Open,High,Prev Low,Prev high,Previous VWAP,Previous Volume,Previous Percentage,PreviousValue change,Previous Nifty 50,Previous Nifty 100,Previous Sensex,Buy Don?t buy
11/14/2011,RELIANCE,864.95,891.4,888.8,850.1,885.35,868.89,4969253,2.3,20.4,5059.1,4929.55,16872.3,YES
11/15/2011,RELIANCE,885.35,871,896,873,876.7,887.05,3656473,-0.99,-8.65,5027.1,4899.5,16754.68,NO
11/16/2011,RELIANCE,876.7,859.1,878,856.25,861.45,868.12,2262503,-1.77,-15.25,4899.15,4782.4,16387.7,NO
11/17/2011,RELIANCE,861.45,845.05,859.1,837.35,848.1,846.91,3043186,-1.57,-13.35,4873.8,4757.9,16297.03,NO
11/18/2011,RELIANCE,848.1,800.3,848.65,806.25,809.95,825.29,5538055,-4.71,-38.15,4794.85,4678.45,15995.69,NO
11/21/2011,RELIANCE,809.95,800,811.95,787,808.1,796.95,4958044,-0.23,-1.85,4779.5,4667.25,15969.6,NO
11/22/2011,RELIANCE,808.1,788.1,800,781.5,786.35,787.84,4049501,-2.77,-21.75,4707.55,4593.45,15715.81,NO
11/23/2011,RELIANCE,786.35,789.9,804.45,786.6,795.2,795.93,4382352,1.11,8.85,4731.3,4623.65,15781.25,YES
11/24/2011,RELIANCE,795.2,775,789.9,755.8,773.4,771.24,5419769,-2.82,-21.8,4769.3,4657.25,15890.8,NO
11/25/2011,RELIANCE,773.4,769.7,778,753.15,773.15,765.19,6367715,-0.03,-0.25,4864.2,4749.8,16210.37,NO
11/28/2011,RELIANCE,773.15,765,771.25,751,753.8,761.33,3699725,-2.57,-19.35,4766.15,4659.1,15868.96,NO
11/29/2011,RELIANCE,753.8,782,785.8,762.55,783.8,775.38,2522069,3.83,30,4970.85,4823.9,16555.93,YES
11/30/2011,RELIANCE,783.8,756.7,782,759.15,765,766.74,4803440,-2.46,-18.8,4940.85,4805.65,16493.98,NO
12/1/2011,RELIANCE,765,799,783.3,753.1,778.25,768.64,4569146,1.7,13.25,5036.5,4903.55,16812.3,YES
12/2/2011,RELIANCE,778.25,797,810.75,795.2,799,802.46,4714967,2.6,20.75,5050.1,4916.1,16830.04,YES
12/5/2011,RELIANCE,799,808.35,815,786.55,812.05,801.17,4479880,1.61,13.05,5037.4,4904.35,16819.74,YES
12/7/2011,RELIANCE,812.05,807,812.2,798.35,806.75,805.48,3160834,-0.66,-5.3,4870.75,4754.1,16258.44,NO
12/8/2011,RELIANCE,806.75,802,819.5,803.2,809.8,812.64,3514150,0.38,3.05,4906.85,4775.6,16354.96,NO
12/9/2011,RELIANCE,809.8,769.9,807.7,772.1,778.85,784.38,4442697,-3.97,-30.95,4733.6,4617.3,15778.62,NO
12/12/2011,RELIANCE,778.85,760.55,769.9,752.7,755.7,760.14,5044876,-3.06,-23.15,4788.7,4661.4,15963.75,NO
12/13/2011,RELIANCE,755.7,723.9,762,724,727.5,740.66,5097034,-3.88,-28.2,4712.8,4592.75,15739.05,NO
12/14/2011,RELIANCE,727.5,738,746,721,742.3,734.72,5228468,1.99,14.8,4752.5,4624.65,15868.78,YES
12/15/2011,RELIANCE,742.3,731.9,753.9,733.4,741.9,745.66,5304706,-0.05,-0.4,4623.15,4504.45,15440.1,NO
12/16/2011,RELIANCE,741.9,749,754.5,723.5,750.15,741.04,6611139,1.1,8.25,4635.8,4500.35,15436.12,YES
12/19/2011,RELIANCE,750.15,719.2,844.6,716.05,721.85,741.45,5828713,-3.92,-28.3,4636.45,4484.6,15487.75,NO
12/20/2011,RELIANCE,721.85,741.7,739.9,715.15,735.3,726.75,4714116,1.83,13.45,4636.9,4496.8,15546.66,YES
12/21/2011,RELIANCE,735.3,727,741.7,709.2,713.45,724.03,5550563,-3.06,-21.85,4763.2,4608.65,15863.43,NO
12/22/2011,RELIANCE,713.45,741.35,753.75,722.7,748,733.89,4563405,4.62,34.55,4718.15,4565.5,15782.17,YES
12/23/2011,RELIANCE,748,760,760.3,733,754.55,744.42,4473719,0.87,6.55,4780.2,4621,15983.98,YES
12/26/2011,RELIANCE,754.55,747.05,769.75,742.4,746.4,757.91,3511075,-1.09,-8.15,4756.2,4595.25,15854.36,NO
12/27/2011,RELIANCE,746.4,766,764.8,745.55,761,757.75,2376469,1.92,14.6,4681.15,4526.75,15658.94,YES
12/28/2011,RELIANCE,761,757.7,768.7,745.35,753.05,757.23,3074308,-1.06,-7.95,4659.95,4506.9,15583.55,NO
12/29/2011,RELIANCE,753.05,733.65,758.5,735.35,739.05,743.8,2829068,-1.89,-14,4640.2,4490.5,15534.67,NO
12/30/2011,RELIANCE,739.05,713,739,707.2,711.9,720.1,5449524,-3.81,-27.15,4675.8,4518.15,15640.56,NO
1/2/2012,RELIANCE,711.9,696.8,720.55,689,692.95,703.06,6662330,-2.73,-18.95,4774.95,4620,15967.49,NO
1/3/2012,RELIANCE,692.95,712.25,709.75,687.15,706.55,698.54,4299217,1.92,13.6,4749,4600.6,15893.07,YES
1/4/2012,RELIANCE,706.55,727.4,726.9,710.35,724.65,719.42,4683491,2.5,18.1,4724.15,4581.6,15789.08,YES
1/5/2012,RELIANCE,724.65,715,730.95,713.35,716.15,721.45,4238367,-1.19,-8.5,4755.6,4603.7,15893.3,NO
1/6/2012,RELIANCE,716.15,697.05,724.95,694.1,699.5,709.52,6619586,-2.38,-16.65,4747.55,4599.75,15840.22,NO
1/7/2012,RELIANCE,699.5,716.7,724,696.65,717.55,710.55,4703147,2.52,18.05,4771.85,4622.5,15898.32,YES
1/9/2012,RELIANCE,717.55,714.45,718.9,713.3,714.75,716.26,460231,-0.39,-2.8,4863.15,4715.45,16222.37,NO
1/10/2012,RELIANCE,714.75,712,714.45,702.45,706.25,707.61,4202878,-1.2,-8.5,4840.95,4705.15,16117.19,NO
1/11/2012,RELIANCE,706.25,737.9,739,712,736.2,727.18,4507724,4.07,29.95,4861.95,4729.15,16144.57,YES
1/12/2012,RELIANCE,736.2,747.5,753,731.5,748.25,743.19,4842143,1.61,12.05,4844,4720,16086.74,YES
1/13/2012,RELIANCE,748.25,742,752.95,732.6,736.9,741.89,3251624,-1.54,-11.35,4904.5,4772.9,16270.87,NO
1/16/2012,RELIANCE,736.9,729.95,750.95,728.1,731.8,738.89,4692930,-0.7,-5.1,4977.75,4843.1,16502.42,NO
1/17/2012,RELIANCE,731.8,716,729.95,711,712.95,717.18,4067488,-2.64,-18.85,4995,4852.05,16573.87,NO
1/18/2012,RELIANCE,712.95,762,744.4,716,742.05,734.03,5197636,3.92,29.1,5044.85,4904.9,16745.01,YES
1/19/2012,RELIANCE,742.05,789,787.9,758.05,779.75,773.1,9248756,4.83,37.7,5025.35,4894.4,16667.02,YES
1/20/2012,RELIANCE,779.75,790,795.95,782.1,785.65,788.82,5483508,0.75,5.9,5064.8,4926.5,16806.72,YES
1/23/2012,RELIANCE,785.65,755.3,800,772.05,792.65,785.32,7251864,0.88,7,5151.5,5014.15,17068.85,NO
1/24/2012,RELIANCE,792.65,774.6,779.75,755.2,771.55,769.6,6457585,-2.73,-21.1,5216.75,5079.25,17201.33,NO
1/25/2012,RELIANCE,771.55,788.7,791.6,770.4,783.75,783.24,5095499,1.56,12.2,5163.55,5040.15,17138.04,YES
1/27/2012,RELIANCE,783.75,800,795,782.8,790.95,789.66,3837205,0.91,7.2,5125.25,4991.1,16965.58,YES
1/30/2012,RELIANCE,790.95,813.9,827.9,799,820.4,814,5565491,3.59,29.45,5198.15,5068.85,17179.64,YES
1/31/2012,RELIANCE,820.4,804.5,818.85,792.2,794.75,803.83,4829091,-3.23,-25.65,5272.1,5138.3,17438.07,NO
2/1/2012,RELIANCE,794.75,818.9,820.8,801.4,817.1,812.78,6264462,2.74,22.35,5276.1,5147.65,17444.25,YES
2/2/2012,RELIANCE,817.1,835,834,816,831.2,826.27,3776806,1.7,14.1,5379.45,5236.2,17741.91,YES
2/3/2012,RELIANCE,831.2,830,842.7,824.15,829.25,833.57,4901979,-0.24,-1.95,5412.95,5279.8,17813.74,NO
2/6/2012,RELIANCE,829.25,845.9,840,815.65,838.3,826.6,4569209,1.08,9.05,5343.8,5211.45,17631.69,YES
2/7/2012,RELIANCE,838.3,842,849.5,824.1,833,834.95,3984412,-0.64,-5.3,5343.05,5221.15,17647.8,YES
2/8/2012,RELIANCE,833,847,852.7,834.25,844.55,846.3,4815977,1.37,11.55,5399.8,5276.45,17817.59,YES
2/9/2012,RELIANCE,844.55,856.75,864.7,845,858.4,857.42,3647626,1.61,13.85,5382.1,5264.05,17761.7,YES
2/10/2012,RELIANCE,858.4,850.35,859.9,842.6,853.85,851.68,4309191,-0.53,-4.55,5380.8,5264.45,17767.46,NO
2/13/2012,RELIANCE,853.85,841.1,859,838,843.25,844.92,3417975,-1.26,-10.6,5460.6,5336.15,18000.3,NO
2/14/2012,RELIANCE,843.25,846.9,858.8,841,849.25,851.1,3493699,0.71,6,5513.75,5399.1,18163.05,YES
2/15/2012,RELIANCE,849.25,854.2,856.4,843,848.9,851.25,3134221,-0.04,-0.35,5574.2,5456.8,18331.2,YES
2/16/2012,RELIANCE,848.9,831,855.75,833.05,836.65,839.96,7182317,-1.46,-12.25,5561.9,5449.95,18303.73,NO
2/17/2012,RELIANCE,836.65,822.05,831,804.7,812.45,814.33,6342577,-2.98,-24.2,5609.75,5493.85,18490.87,NO
2/21/2012,RELIANCE,812.45,817.5,826.4,810.2,818.2,818.11,8211325,0.7,5.75,5490.05,5358.35,18127.35,YES
2/22/2012,RELIANCE,818.2,848,848.75,815.1,843.55,832.44,8333665,3.01,25.35,5479.15,5348.3,18079.01,YES
2/23/2012,RELIANCE,843.55,832,857.4,830.1,833.4,845.82,5748129,-1.22,-10.15,5448.1,5316.35,17975.19,NO
2/24/2012,RELIANCE,833.4,833.5,849.9,826.6,839.6,841.68,4367293,0.74,6.2,5310.5,5179.35,17545.11,YES
2/27/2012,RELIANCE,839.6,821.8,841.7,814.5,819.95,823.53,4285036,-2.4,-19.65,5424.95,5302.45,17919.93,NO
2/28/2012,RELIANCE,819.95,789.05,825.6,765.35,781.45,794.49,6348215,-4.93,-38.5,5366,5257.3,17714.62,NO
2/29/2012,RELIANCE,781.45,805.05,800.35,787.7,796.5,795.37,5289418,1.89,15.05,5369.45,5254.45,17661.39,YES
3/1/2012,RELIANCE,796.5,811.8,827.9,804.15,820.75,818.27,6365349,2.95,24.25,5360.05,5247.3,17648.47,YES
3/2/2012,RELIANCE,820.75,816.25,818.7,801.1,810.95,807.58,2962594,-1.21,-9.8,5342.55,5233.25,17598.42,NO
3/3/2012,RELIANCE,810.95,811,818,805.75,814.1,812.82,2900087,0.39,3.15,5266,5158.55,17336.64,YES
3/5/2012,RELIANCE,814.1,812.05,815.05,811,813.45,813.64,118842,-0.08,-0.65,5207.05,5104,17127.18,NO
3/6/2012,RELIANCE,813.45,797,814,794.25,797.5,800.32,2988613,-2,-15.95,5294.1,5171.2,17325.82,NO
3/7/2012,RELIANCE,797.5,776.55,809,774,776.55,786.75,8029991,-2.7,-20.95,5420.1,5296.3,17772.1,NO
3/9/2012,RELIANCE,776.55,775.3,777.5,751,761.8,762.46,6446729,-1.94,-14.75,5391.05,5280.7,17680.23,NO
3/12/2012,RELIANCE,761.8,790,779.6,769.2,773.8,774.3,3942927,1.55,12,5490.55,5370.1,18003.15,YES
3/13/2012,RELIANCE,773.8,803.45,803,779.7,798.55,791.46,3438333,3.1,24.75,5462.5,5354.95,17916.85,YES
3/14/2012,RELIANCE,798.55,828,821.95,803.3,819.95,814.17,3684077,2.61,21.4,5380.35,5270.75,17656.81,YES
3/15/2012,RELIANCE,819.95,818,830,806.7,814.5,816.64,4028509,-0.67,-5.45,5337.35,5224.65,17531.47,NO
3/16/2012,RELIANCE,814.5,780,821.2,793.4,796.65,804.07,4630686,-2.24,-17.85,5257.15,5146.4,17308.89,NO
3/19/2012,RELIANCE,796.65,781,797.7,767.35,772.35,782.66,5753096,-3.15,-24.3,5267.2,5161.9,17301.16,NO
3/20/2012,RELIANCE,772.35,756.1,783,751.1,755.1,760.68,3652448,-2.28,-17.25,5361.1,5256.85,17586.06,NO
3/21/2012,RELIANCE,755.1,760,766.4,750.3,760.55,759.86,2389920,0.72,5.45,5255.65,5146.95,17257.72,YES
3/22/2012,RELIANCE,760.55,765.9,773.5,755.1,768.05,764.34,3248548,0.98,7.5,5274.35,5170.55,17377.59,YES
3/23/2012,RELIANCE,768.05,743.8,771.45,732,736.35,748.02,6684658,-4.31,-31.7,5242.95,5132.75,17209.13,NO
3/26/2012,RELIANCE,736.35,743.9,749.5,738.1,744.05,744.18,6161836,1.03,7.7,5231.7,5128.6,17234.48,YES
3/27/2012,RELIANCE,744.05,738,743.9,727,730.1,733.37,5288348,-1.91,-13.95,5145.95,5048.7,17039.85,NO
3/28/2012,RELIANCE,730.1,730,738.8,725.1,731.05,730.37,6216251,0.13,0.95,5206.6,5104.15,17117.41,NO
3/29/2012,RELIANCE,731.05,718,735.9,720.5,725.7,728.27,4131114,-0.74,-5.35,5296.35,5200.75,17429.96,NO
3/30/2012,RELIANCE,725.7,729.5,729.7,718,724.65,725.25,5480717,-0.14,-1.05,5353.2,5254.5,17576.21,YES
4/2/2012,RELIANCE,724.65,749.35,753,727.1,750.6,742.83,3949204,3.46,25.95,5328.65,5244.75,17553.26,YES
4/3/2012,RELIANCE,750.6,744.25,750.85,739.05,740.55,744.1,2564862,-1.36,-10.05,5282.5,5205.15,17407.66,NO
4/4/2012,RELIANCE,740.55,745,762.9,744.25,752.7,754.98,4003770,1.61,12.15,5254.1,5168.4,17259.26,YES
4/9/2012,RELIANCE,752.7,740.05,757,743.45,747,747.85,2700412,-0.76,-5.7,5209.45,5132.3,17125.96,NO
4/10/2012,RELIANCE,747,746,748,734.1,742.15,741.61,2608520,-0.65,-4.85,5246.75,5157.7,17276.87,NO
4/11/2012,RELIANCE,742.15,739,747,738.1,742.65,742.39,1913265,0.07,0.5,5255.7,5170.1,17232.56,NO
4/12/2012,RELIANCE,742.65,733.3,739,726.3,730.3,732.04,3726842,-1.69,-12.35,5190.6,5111,17047.87,NO
4/13/2012,RELIANCE,730.3,746.05,745.6,733.3,743.3,740.81,2692505,1.75,13,5266.6,5178.4,17200.97,YES
4/16/2012,RELIANCE,743.3,747.1,762,737.5,751.55,753.58,3249224,1.1,8.25,5320.7,5230.15,17447.26,YES
4/17/2012,RELIANCE,751.55,754.8,753.45,736,748.1,745.73,2404246,-0.46,-3.45,5320.6,5228.7,17432.89,YES
4/18/2012,RELIANCE,748.1,750,754.8,740.35,746.4,745.68,3175927,-0.23,-1.7,5313.95,5220.75,17459.72,YES
4/19/2012,RELIANCE,746.4,753.9,756.8,742.7,748.6,749.83,3428345,0.29,2.2,5277.4,5185.8,17347.76,YES
4/20/2012,RELIANCE,748.6,740.05,753.9,738.5,741.65,745.07,4205746,-0.94,-6.95,5215.9,5121.9,17154.75,NO
4/23/2012,RELIANCE,741.65,725.85,741,728,730.85,732.78,3410977,-1.48,-10.8,5222.2,5123.3,17225.54,NO
4/24/2012,RELIANCE,730.85,739,745.75,724.2,736.3,737.9,5053199,0.74,5.45,5214.75,5114.8,17191.02,YES
4/25/2012,RELIANCE,736.3,734.1,740.5,723.7,735.1,731.22,3809316,-0.16,-1.2,5189,5088.55,17145.39,NO
4/26/2012,RELIANCE,735.1,737.1,742.9,728.05,736.3,735.38,3105631,0.16,1.2,5209.6,5102,17134.19,YES
4/27/2012,RELIANCE,736.3,741.3,749,733.6,745.05,741.21,3469984,1.17,8.75,5201.45,5098.55,17195.51,YES
4/28/2012,RELIANCE,745.05,739.8,747.15,736.5,742,740.84,2857701,-0.41,-3.05,5254.3,5148.85,17370.93,NO
4/30/2012,RELIANCE,742,737.5,741.3,739,739.95,740.02,184780,-0.28,-2.05,5211.2,5111.7,17271.77,NO
5/2/2012,RELIANCE,739.95,747.9,747.9,737.5,745.1,744.36,2776770,0.69,5.15,5166.65,5064.3,17066.84,YES
5/3/2012,RELIANCE,745.1,738.5,751.4,740,743.55,744.64,2861902,-0.21,-1.55,5017.8,4930.05,16620.44,NO
5/4/2012,RELIANCE,743.55,733.4,744.45,735.15,738.85,739.96,1897162,-0.64,-4.7,5114.7,5020.05,16915.71,NO
5/7/2012,RELIANCE,738.85,715,740,722,726.45,730.63,3778468,-1.71,-12.4,4967.9,4883.95,16436.41,NO
5/8/2012,RELIANCE,726.45,718,722,705.1,715.7,712.61,4591050,-1.5,-10.75,4984.15,4886.45,16515.62,NO
5/9/2012,RELIANCE,715.7,702,718.9,699,708.35,708.09,3885415,-1.04,-7.35,4938.85,4850.1,16355.59,NO
5/10/2012,RELIANCE,708.35,697.25,708.3,691.05,695.1,697.35,3670660,-1.91,-13.25,4934.35,4839.7,16318.36,NO
5/11/2012,RELIANCE,695.1,693,708.4,690.55,694.15,699.89,3391819,-0.14,-0.95,4869.85,4782.4,16146.9,NO
5/14/2012,RELIANCE,694.15,698,703,688.3,697.2,696.57,3042510,0.44,3.05,4875.3,4789.55,16132.68,YES
5/15/2012,RELIANCE,697.2,679,702.8,678.55,681.3,689.34,4081094,-2.33,-15.9,4878.6,4780.55,16119.08,NO
5/16/2012,RELIANCE,681.3,675,688,674.1,681.65,681.37,3696346,0.05,0.35,4796.4,4711.5,15868.07,NO
5/17/2012,RELIANCE,681.65,680.25,682.8,673.05,676.1,676.94,3101760,-0.82,-5.55,4888.5,4787.6,16187.66,NO
5/18/2012,RELIANCE,676.1,676.9,689.85,677.8,685.15,684.71,3560488,1.32,9.05,4954.7,4848.6,16344.34,YES
5/21/2012,RELIANCE,685.15,686.5,696.4,675,688.55,686.29,2363960,0.49,3.4,4843,4748.05,15995.14,YES
5/22/2012,RELIANCE,688.55,704.6,700.7,686,695.5,696.19,2334127,1,6.95,4863.4,4759.7,16033.9,YES
5/23/2012,RELIANCE,695.5,685.2,704.6,688.75,691.1,696.04,2938047,-0.64,-4.4,4905.95,4800.45,16213.24,NO
5/24/2012,RELIANCE,691.1,694,689.95,679.55,686.85,686.04,2583348,-0.62,-4.25,4931.7,4826.75,16289.82,YES
5/25/2012,RELIANCE,686.85,695,700,686.1,695.3,693.06,2399818,1.22,8.45,5005.35,4897.45,16500.04,YES
5/28/2012,RELIANCE,695.3,692,695.3,688.55,691.2,691.44,3085023,-0.59,-4.1,4964.25,4861.6,16391.9,NO
5/29/2012,RELIANCE,691.2,702.2,703,692,701.65,700.04,2575102,1.49,10.45,4896.1,4795.85,16224.86,YES
5/30/2012,RELIANCE,701.65,699.65,709.8,697.55,701.85,704.69,3434316,0.03,0.2,4910.85,4812.35,16217.48,NO
5/31/2012,RELIANCE,701.85,697,708.65,695.15,706.25,703.25,3521032,0.62,4.4,4797.3,4708.3,15808.88,NO
6/1/2012,RELIANCE,706.25,707.35,729.05,682.35,705.6,697.75,9024961,-0.09,-0.65,4869.45,4764.8,16065.37,YES
6/4/2012,RELIANCE,705.6,677,709.45,678.05,685.25,693.37,4096569,-2.97,-20.35,4886.65,4780.5,16100.36,NO
6/5/2012,RELIANCE,685.25,696,697,673.4,692.75,686.83,3261847,1.08,7.5,5035.35,4919.35,16578.01,YES
6/6/2012,RELIANCE,692.75,704.45,706,695.1,702.55,700.86,3036638,1.39,9.8,5044.25,4932.7,16611.52,YES
6/7/2012,RELIANCE,702.55,721.05,718,698.5,715.9,710.2,5315222,1.86,13.35,5096.7,4980.2,16804.89,YES
6/8/2012,RELIANCE,715.9,718,731.9,716.25,721.25,724.75,6387716,0.74,5.35,5015.5,4907,16570.51,YES
6/11/2012,RELIANCE,721.25,732.7,731.9,712.3,729.7,722.57,2907005,1.16,8.45,5117.55,4998.85,16865.72,YES
6/12/2012,RELIANCE,729.7,715,736.4,718.1,722.25,729.44,2275396,-1.03,-7.45,5105.1,4989.85,16857.23,NO
6/13/2012,RELIANCE,722.25,722.25,726,714.4,722.95,721.99,2734310,0.1,0.7,5069.55,4949.8,16701.28,YES
6/14/2012,RELIANCE,722.95,716,723.95,712.4,716.3,716.7,2274408,-0.93,-6.65,5174,5043.5,17039.54,NO
6/15/2012,RELIANCE,716.3,718.5,720.8,711.05,716.35,715.76,1709717,0.01,0.05,5050.8,4928.5,16681.89,YES
6/18/2012,RELIANCE,716.35,730.35,729.8,718.5,726.75,725.6,2271367,1.43,10.4,5114.55,4984.7,16903.96,YES
6/19/2012,RELIANCE,726.75,717,734.5,712,718.9,719.94,2293698,-1.09,-7.85,5097.35,4977.3,16855.6,NO
6/20/2012,RELIANCE,718.9,738,739.4,717,737.45,730.64,1783875,2.52,18.55,5101.75,4988.35,16882.74,YES
6/21/2012,RELIANCE,737.45,734,742.95,733,737.4,738.14,2357462,-0.01,-0.05,5158.5,5034.85,17038.77,NO
6/22/2012,RELIANCE,737.4,713.55,734,710.4,718.7,716.92,5168092,-2.6,-18.7,5107.45,4989.7,16873.09,NO
6/25/2012,RELIANCE,718.7,714.2,714.9,703.55,711,709.6,4372864,-1.08,-7.7,5149.45,5031,16975.76,NO
6/26/2012,RELIANCE,711,717.5,722.95,712,716.2,717.79,2540620,0.73,5.2,5148.95,5033.05,16985.58,YES
6/27/2012,RELIANCE,716.2,726.4,725.5,714.45,723.5,720.12,3676587,1.01,7.3,5191.25,5070.35,17134.61,YES
6/28/2012,RELIANCE,723.5,724.4,729.6,718,722.5,722.47,1761932,-0.14,-1,5283.85,5163.5,17438.68,YES
6/29/2012,RELIANCE,722.5,725.1,727.8,716.65,719.9,721.43,2720915,-0.36,-2.6,5298.85,5180.9,17457.95,YES
7/2/2012,RELIANCE,719.9,735.5,740.9,725.1,737.85,733.77,3833575,2.43,17.95,5310.4,5199.65,17473.26,YES
7/3/2012,RELIANCE,737.85,739.95,740.8,730.15,737.4,735.36,1561673,-0.06,-0.45,5297.05,5192.45,17478.16,YES
7/4/2012,RELIANCE,737.4,740,742.65,731.3,736.35,736.89,2353246,-0.14,-1.05,5324.7,5219.95,17546.04,YES
7/5/2012,RELIANCE,736.35,734.95,740,728.85,734.25,733.14,2136594,-0.29,-2.1,5283.7,5180.85,17449.93,NO
7/6/2012,RELIANCE,734.25,738,742.4,732.05,738.7,738.79,1784218,0.6,4.45,5286.6,5174.7,17431.68,YES
7/9/2012,RELIANCE,738.7,729,738,729.5,734.85,733.31,2116579,-0.52,-3.85,5315.25,5206.05,17553.97,NO
7/10/2012,RELIANCE,734.85,731.45,733.8,726.1,731.8,730.75,1782674,-0.42,-3.05,5240,5140.65,17297.06,NO
7/11/2012,RELIANCE,731.8,733.45,742,730.8,739.7,737.48,1365637,1.07,7.9,5242.75,5139,17269.2,YES
7/12/2012,RELIANCE,739.7,721.9,736.6,722,725.65,728.54,2728637,-1.94,-14.05,5232.35,5127.3,17241.98,NO
7/13/2012,RELIANCE,725.65,720,729.8,717.1,721.2,722.97,2301028,-0.62,-4.45,5228.05,5121.9,17176.93,NO
7/16/2012,RELIANCE,721.2,720,726.5,715,718.5,721.11,2599717,-0.38,-2.7,5199.1,5093.35,17113.37,NO
7/17/2012,RELIANCE,718.5,724.8,724.15,715.05,720.35,720.59,1670329,0.26,1.85,5249.85,5135.9,17288.34,YES
7/18/2012,RELIANCE,720.35,718,727.95,717.3,719.35,722.26,2605134,-0.14,-1,5233.55,5123.15,17275.2,NO
7/19/2012,RELIANCE,719.35,720.2,721.85,712.2,715.8,715.42,1955014,-0.5,-3.55,5163.25,5064.4,17047.73,YES
7/20/2012,RELIANCE,715.8,722.3,729.9,718,727.8,724.95,2670132,1.65,12,5128.8,5025.2,16907.74,YES
7/23/2012,RELIANCE,727.8,715,728.85,717.05,722.65,723.51,2836027,-0.71,-5.15,5118.4,5020.7,16899.01,NO
7/24/2012,RELIANCE,722.65,721,725.8,713.3,719,719.63,2336356,-0.51,-3.65,5126.3,5022.95,16887.84,NO
7/25/2012,RELIANCE,719,720.4,726.85,718.35,724.5,722.79,1836693,0.76,5.5,5124.3,5009.55,16860.16,YES
7/26/2012,RELIANCE,724.5,720.9,724.55,712.15,719.25,717.39,1999696,-0.73,-5.25,5129.75,5011.3,16919.14,NO
7/27/2012,RELIANCE,719.25,719,720.9,706.65,710.15,713.28,3204015,-1.28,-9.1,5214.85,5096.8,17186.61,NO
7/30/2012,RELIANCE,710.15,723,726.8,716.15,721,721.34,3078195,1.5,10.85,5220.7,5105.45,17244.44,YES
7/31/2012,RELIANCE,721,731.6,731.8,721.85,729.6,727.07,1591825,1.18,8.6,5233.1,5119.5,17245.68,YES
8/1/2012,RELIANCE,729.6,740.25,746.1,721,743.6,736.08,3081258,1.88,14,5195.6,5092.45,17164.48,YES
8/2/2012,RELIANCE,743.6,742.1,750.9,738.6,746.75,746.09,3298891,0.42,3.15,5260.85,5144.05,17313.05,NO
8/3/2012,RELIANCE,746.75,735,747.6,736.75,739.55,741.94,1822852,-0.97,-7.2,5295.4,5177.05,17456.37,NO
8/6/2012,RELIANCE,739.55,748.05,748,730.55,742.55,739.12,2501572,0.4,3,5345.25,5221.8,17638.53,YES
8/7/2012,RELIANCE,742.55,786.05,789.4,748.05,786.05,778.06,8545516,5.53,43.5,5348.3,5219.95,17612.08,YES
8/8/2012,RELIANCE,786.05,785.05,795.95,777.75,783.75,786.49,4496299,-0.29,-2.3,5308.2,5183.65,17515.42,NO
8/9/2012,RELIANCE,783.75,788.9,799,782.55,790.8,792.54,4199284,0.89,7.05,5316.35,5188.5,17551.69,YES
8/10/2012,RELIANCE,790.8,777.65,796.4,776.65,780.15,783.59,2914451,-1.37,-10.65,5343.25,5220.35,17631.64,NO
8/13/2012,RELIANCE,780.15,779.5,789,774.15,782.1,783.51,2440868,0.25,1.95,5385.95,5258.6,17752.22,NO
8/14/2012,RELIANCE,782.1,787.9,790,779.5,788.15,786.75,1413458,0.77,6.05,5368.6,5242.05,17701.2,YES
8/16/2012,RELIANCE,788.15,802.05,802,787,799.55,797,3773614,1.43,11.4,5368.7,5240.7,17705.14,YES
8/17/2012,RELIANCE,799.55,817.9,821.85,799.1,816.15,813.36,4944737,2.03,16.6,5395.75,5264.95,17827.25,YES
8/21/2012,RELIANCE,816.15,816,824.9,809.65,816.1,817.6,3275638,-0.01,-0.05,5426.15,5286.35,17856.29,NO
8/22/2012,RELIANCE,816.1,809.2,823.9,812.3,814.25,816.52,2527532,-0.23,-1.85,5392.6,5255.75,17790.25,NO
8/23/2012,RELIANCE,814.25,810.55,815.5,805.7,807.8,809.8,1999746,-0.8,-6.45,5387.85,5249.85,17769.44,NO
8/24/2012,RELIANCE,807.8,791.75,811.4,787.95,794.5,800.02,3808432,-1.67,-13.3,5348.05,5208.65,17676.13,NO
8/27/2012,RELIANCE,794.5,786,794.5,778.7,782.1,784.18,3455630,-1.59,-12.4,5343.85,5198.95,17651.14,NO
8/28/2012,RELIANCE,782.1,786.85,796.2,783.5,787.35,788.68,2092529,0.67,5.25,5268.6,5133.35,17433.5,YES
8/29/2012,RELIANCE,787.35,791,793.9,778.55,790.2,785.52,2005624,0.36,2.85,5298.2,5159.65,17557.62,YES
8/30/2012,RELIANCE,790.2,779.75,797.5,780.3,782.15,787.32,2021201,-1.03,-8.05,5276.5,5141.55,17465.6,NO
8/31/2012,RELIANCE,782.15,780,791.85,768.6,783.4,780.44,6227911,0.16,1.25,5249.15,5117.2,17378.68,NO
9/3/2012,RELIANCE,783.4,768,784.4,762.7,766.4,770.65,3378863,-2.22,-17,5243.9,5120.5,17359.96,NO
9/4/2012,RELIANCE,766.4,763.95,769.95,760.05,763.05,764.13,2237861,-0.44,-3.35,5217.65,5093.95,17320.73,NO
9/5/2012,RELIANCE,763.05,775.25,781.15,762.2,779.6,773.88,2001239,2.12,16.55,5309.45,5174.3,17575.79,YES
